Messzeitpunkt;Gemessener Verbrauch (kWh);Ersatzwert;
09.01.2023 12:00;0,219;;
09.01.2023 12:15;0,469;;
09.01.2023 12:30;0,693;;
09.01.2023 12:45;0,179;;
09.01.2023 13:00;0,084;;
09.01.2023 13:15;0,107;;
09.01.2023 13:30;0,033;;
09.01.2023 13:45;0,000;;
09.01.2023 14:00;0,001;;
09.01.2023 14:15;0,070;;
09.01.2023 14:30;0,128;;
09.01.2023 14:45;0,123;;
09.01.2023 15:00;0,067;;
09.01.2023 15:15;0,123;;
09.01.2023 15:30;0,250;;
09.01.2023 15:45;0,219;;
09.01.2023 16:00;0,150;;
09.01.2023 16:15;0,197;;
09.01.2023 16:30;0,177;;
09.01.2023 16:45;0,161;;
09.01.2023 17:00;0,188;;
09.01.2023 17:15;0,162;;
09.01.2023 17:30;0,096;;
09.01.2023 17:45;0,098;;
09.01.2023 18:00;0,117;;
09.01.2023 18:15;0,114;;
09.01.2023 18:30;0,196;;
09.01.2023 18:45;0,237;;
09.01.2023 19:00;0,135;;
09.01.2023 19:15;0,379;;
09.01.2023 19:30;0,553;;
09.01.2023 19:45;0,188;;
09.01.2023 20:00;0,128;;
09.01.2023 20:15;0,163;;
09.01.2023 20:30;0,146;;
09.01.2023 20:45;0,140;;
09.01.2023 21:00;0,165;;
09.01.2023 21:15;0,120;;
09.01.2023 21:30;0,101;;
09.01.2023 21:45;0,146;;
09.01.2023 22:00;0,130;;
09.01.2023 22:15;0,108;;
09.01.2023 22:30;0,112;;
09.01.2023 22:45;0,141;;
09.01.2023 23:00;0,202;;
09.01.2023 23:15;0,184;;
09.01.2023 23:30;0,104;;
09.01.2023 23:45;0,113;;
10.01.2023 00:00;0,114;;
10.01.2023 00:15;0,128;;
10.01.2023 00:30;0,092;;
10.01.2023 00:45;0,071;;
10.01.2023 01:00;0,086;;
10.01.2023 01:15;0,953;;
10.01.2023 01:30;1,280;;
10.01.2023 01:45;1,075;;
10.01.2023 02:00;1,033;;
10.01.2023 02:15;1,229;;
10.01.2023 02:30;1,011;;
10.01.2023 02:45;1,343;;
10.01.2023 03:00;1,087;;
10.01.2023 03:15;1,142;;
10.01.2023 03:30;1,665;;
10.01.2023 03:45;1,314;;
10.01.2023 04:00;1,149;;
10.01.2023 04:15;1,164;;
10.01.2023 04:30;1,174;;
10.01.2023 04:45;1,169;;
10.01.2023 05:00;1,158;;
10.01.2023 05:15;0,218;;
10.01.2023 05:30;0,098;;
10.01.2023 05:45;0,083;;
10.01.2023 06:00;0,114;;
10.01.2023 06:15;0,106;;
10.01.2023 06:30;0,168;;
10.01.2023 06:45;0,121;;
10.01.2023 07:00;0,116;;
10.01.2023 07:15;0,094;;
10.01.2023 07:30;0,070;;
10.01.2023 07:45;0,158;;
10.01.2023 08:00;0,120;;
10.01.2023 08:15;0,085;;
10.01.2023 08:30;0,092;;
10.01.2023 08:45;0,086;;
10.01.2023 09:00;0,101;;
10.01.2023 09:15;0,135;;
10.01.2023 09:30;0,382;;
10.01.2023 09:45;0,108;;
10.01.2023 10:00;0,075;;
10.01.2023 10:15;0,036;;
10.01.2023 10:30;0,000;;
10.01.2023 10:45;0,000;;
10.01.2023 11:00;0,248;;
10.01.2023 11:15;0,418;;
10.01.2023 11:30;0,274;;
10.01.2023 11:45;0,180;;
10.01.2023 12:00;0,494;;
10.01.2023 12:15;0,083;;
10.01.2023 12:30;0,081;;
10.01.2023 12:45;0,300;;
10.01.2023 13:00;0,129;;
10.01.2023 13:15;0,138;;
10.01.2023 13:30;0,004;;
10.01.2023 13:45;0,003;;
10.01.2023 14:00;0,010;;
10.01.2023 14:15;0,007;;
10.01.2023 14:30;0,007;;
10.01.2023 14:45;0,019;;
10.01.2023 15:00;0,007;;
10.01.2023 15:15;0,092;;
10.01.2023 15:30;0,094;;
10.01.2023 15:45;0,129;;
10.01.2023 16:00;0,146;;
10.01.2023 16:15;0,157;;
10.01.2023 16:30;0,151;;
10.01.2023 16:45;0,139;;
10.01.2023 17:00;0,158;;
10.01.2023 17:15;0,117;;
10.01.2023 17:30;0,129;;
10.01.2023 17:45;0,157;;
10.01.2023 18:00;0,141;;
10.01.2023 18:15;0,093;;
10.01.2023 18:30;0,174;;
10.01.2023 18:45;0,122;;
10.01.2023 19:00;0,073;;
10.01.2023 19:15;0,286;;
10.01.2023 19:30;0,403;;
10.01.2023 19:45;0,217;;
10.01.2023 20:00;0,109;;
10.01.2023 20:15;0,199;;
10.01.2023 20:30;0,226;;
10.01.2023 20:45;0,163;;
10.01.2023 21:00;0,117;;
10.01.2023 21:15;0,128;;
10.01.2023 21:30;0,093;;
10.01.2023 21:45;0,098;;
10.01.2023 22:00;0,143;;
10.01.2023 22:15;0,094;;
10.01.2023 22:30;0,082;;
10.01.2023 22:45;0,073;;
10.01.2023 23:00;0,089;;
10.01.2023 23:15;0,921;;
10.01.2023 23:30;0,993;;
10.01.2023 23:45;1,029;;
11.01.2023 00:00;0,994;;
11.01.2023 00:15;1,112;;
11.01.2023 00:30;1,262;;
11.01.2023 00:45;1,005;;
11.01.2023 01:00;0,972;;
11.01.2023 01:15;2,096;;
11.01.2023 01:30;2,480;;
11.01.2023 01:45;2,470;;
11.01.2023 02:00;2,417;;
11.01.2023 02:15;2,306;;
11.01.2023 02:30;2,231;;
11.01.2023 02:45;2,009;;
11.01.2023 03:00;2,085;;
11.01.2023 03:15;2,078;;
11.01.2023 03:30;2,085;;
11.01.2023 03:45;2,074;;
11.01.2023 04:00;1,975;;
11.01.2023 04:15;1,136;;
11.01.2023 04:30;0,963;;
11.01.2023 04:45;0,983;;
11.01.2023 05:00;0,972;;
11.01.2023 05:15;0,115;;
11.01.2023 05:30;0,092;;
11.01.2023 05:45;0,108;;
11.01.2023 06:00;0,067;;
11.01.2023 06:15;0,070;;
11.01.2023 06:30;0,104;;
11.01.2023 06:45;0,141;;
11.01.2023 07:00;0,080;;
11.01.2023 07:15;0,114;;
11.01.2023 07:30;0,251;;
11.01.2023 07:45;0,224;;
11.01.2023 08:00;0,196;;
11.01.2023 08:15;0,564;;
11.01.2023 08:30;0,310;;
11.01.2023 08:45;0,211;;
11.01.2023 09:00;0,430;;
11.01.2023 09:15;0,123;;
11.01.2023 09:30;0,017;;
11.01.2023 09:45;0,003;;
11.01.2023 10:00;0,000;;
11.01.2023 10:15;0,000;;
11.01.2023 10:30;0,000;;
11.01.2023 10:45;0,030;;
11.01.2023 11:00;0,202;;
11.01.2023 11:15;0,153;;
11.01.2023 11:30;0,042;;
11.01.2023 11:45;0,045;;
11.01.2023 12:00;0,098;;
11.01.2023 12:15;0,398;;
11.01.2023 12:30;0,104;;
11.01.2023 12:45;0,049;;
11.01.2023 13:00;0,105;;
11.01.2023 13:15;0,089;;
11.01.2023 13:30;0,021;;
11.01.2023 13:45;0,000;;
11.01.2023 14:00;0,000;;
11.01.2023 14:15;0,000;;
11.01.2023 14:30;0,003;;
11.01.2023 14:45;0,007;;
11.01.2023 15:00;0,041;;
11.01.2023 15:15;0,042;;
11.01.2023 15:30;0,034;;
11.01.2023 15:45;0,095;;
11.01.2023 16:00;0,099;;
11.01.2023 16:15;0,152;;
11.01.2023 16:30;0,115;;
11.01.2023 16:45;0,118;;
11.01.2023 17:00;0,094;;
11.01.2023 17:15;0,094;;
11.01.2023 17:30;0,088;;
11.01.2023 17:45;0,134;;
11.01.2023 18:00;0,588;;
11.01.2023 18:15;0,318;;
11.01.2023 18:30;0,377;;
11.01.2023 18:45;0,451;;
11.01.2023 19:00;0,306;;
11.01.2023 19:15;0,122;;
11.01.2023 19:30;0,129;;
11.01.2023 19:45;0,107;;
11.01.2023 20:00;0,188;;
11.01.2023 20:15;0,128;;
11.01.2023 20:30;0,128;;
11.01.2023 20:45;0,135;;
11.01.2023 21:00;0,106;;
11.01.2023 21:15;0,073;;
11.01.2023 21:30;0,114;;
11.01.2023 21:45;0,135;;
11.01.2023 22:00;0,150;;
11.01.2023 22:15;0,244;;
11.01.2023 22:30;0,208;;
11.01.2023 22:45;0,235;;
11.01.2023 23:00;0,213;;
11.01.2023 23:15;0,196;;
11.01.2023 23:30;0,070;;
11.01.2023 23:45;0,092;;
12.01.2023 00:00;0,120;;
12.01.2023 00:15;0,104;;
12.01.2023 00:30;0,078;;
12.01.2023 00:45;0,074;;
12.01.2023 01:00;0,108;;
12.01.2023 01:15;0,086;;
12.01.2023 01:30;0,086;;
12.01.2023 01:45;0,362;;
12.01.2023 02:00;0,435;;
12.01.2023 02:15;0,223;;
12.01.2023 02:30;0,250;;
12.01.2023 02:45;0,249;;
12.01.2023 03:00;0,229;;
12.01.2023 03:15;0,222;;
12.01.2023 03:30;0,264;;
12.01.2023 03:45;0,491;;
12.01.2023 04:00;0,511;;
12.01.2023 04:15;0,201;;
12.01.2023 04:30;0,081;;
12.01.2023 04:45;0,076;;
12.01.2023 05:00;0,077;;
12.01.2023 05:15;0,110;;
12.01.2023 05:30;0,072;;
12.01.2023 05:45;0,086;;
12.01.2023 06:00;0,099;;
12.01.2023 06:15;0,102;;
12.01.2023 06:30;0,099;;
12.01.2023 06:45;0,118;;
12.01.2023 07:00;0,126;;
12.01.2023 07:15;0,099;;
12.01.2023 07:30;0,099;;
12.01.2023 07:45;0,105;;
12.01.2023 08:00;0,085;;
12.01.2023 08:15;0,044;;
12.01.2023 08:30;0,015;;
12.01.2023 08:45;0,003;;
12.01.2023 09:00;0,153;;
12.01.2023 09:15;0,489;;
12.01.2023 09:30;0,305;;
12.01.2023 09:45;0,258;;
12.01.2023 10:00;0,112;;
12.01.2023 10:15;0,044;;
12.01.2023 10:30;0,108;;
12.01.2023 10:45;0,186;;
12.01.2023 11:00;0,084;;
12.01.2023 11:15;0,160;;
12.01.2023 11:30;0,175;;
12.01.2023 11:45;0,170;;
12.01.2023 12:00;0,197;;
12.01.2023 12:15;0,323;;
12.01.2023 12:30;0,159;;
12.01.2023 12:45;0,044;;
12.01.2023 13:00;0,046;;
12.01.2023 13:15;0,000;;
12.01.2023 13:30;0,191;;
12.01.2023 13:45;0,324;;
12.01.2023 14:00;0,050;;
12.01.2023 14:15;0,063;;
12.01.2023 14:30;0,090;;
12.01.2023 14:45;0,087;;
12.01.2023 15:00;0,091;;
12.01.2023 15:15;0,260;;
12.01.2023 15:30;0,290;;
12.01.2023 15:45;0,098;;
12.01.2023 16:00;0,006;;
12.01.2023 16:15;0,104;;
12.01.2023 16:30;0,068;;
12.01.2023 16:45;0,112;;
12.01.2023 17:00;0,133;;
12.01.2023 17:15;0,115;;
12.01.2023 17:30;0,093;;
12.01.2023 17:45;0,200;;
12.01.2023 18:00;0,280;;
12.01.2023 18:15;0,121;;
12.01.2023 18:30;0,074;;
12.01.2023 18:45;0,112;;
12.01.2023 19:00;0,137;;
12.01.2023 19:15;0,194;;
12.01.2023 19:30;0,201;;
12.01.2023 19:45;0,134;;
12.01.2023 20:00;0,142;;
12.01.2023 20:15;0,124;;
12.01.2023 20:30;0,153;;
12.01.2023 20:45;0,134;;
12.01.2023 21:00;0,121;;
12.01.2023 21:15;0,117;;
12.01.2023 21:30;0,150;;
12.01.2023 21:45;0,227;;
12.01.2023 22:00;0,184;;
12.01.2023 22:15;0,131;;
12.01.2023 22:30;0,116;;
12.01.2023 22:45;0,100;;
12.01.2023 23:00;0,102;;
12.01.2023 23:15;0,094;;
12.01.2023 23:30;0,074;;
12.01.2023 23:45;0,090;;
13.01.2023 00:00;0,108;;
13.01.2023 00:15;0,091;;
13.01.2023 00:30;0,423;;
13.01.2023 00:45;0,112;;
13.01.2023 01:00;0,110;;
13.01.2023 01:15;0,072;;
13.01.2023 01:30;0,076;;
13.01.2023 01:45;0,090;;
13.01.2023 02:00;0,086;;
13.01.2023 02:15;0,354;;
13.01.2023 02:30;0,434;;
13.01.2023 02:45;0,115;;
13.01.2023 03:00;0,069;;
13.01.2023 03:15;0,079;;
13.01.2023 03:30;0,109;;
13.01.2023 03:45;0,064;;
13.01.2023 04:00;0,073;;
13.01.2023 04:15;0,105;;
13.01.2023 04:30;0,090;;
13.01.2023 04:45;0,095;;
13.01.2023 05:00;0,068;;
13.01.2023 05:15;0,093;;
13.01.2023 05:30;0,055;;
13.01.2023 05:45;0,075;;
13.01.2023 06:00;0,110;;
13.01.2023 06:15;0,119;;
13.01.2023 06:30;0,084;;
13.01.2023 06:45;0,081;;
13.01.2023 07:00;0,117;;
13.01.2023 07:15;0,111;;
13.01.2023 07:30;0,548;;
13.01.2023 07:45;0,334;;
13.01.2023 08:00;0,149;;
13.01.2023 08:15;0,150;;
13.01.2023 08:30;0,161;;
13.01.2023 08:45;0,334;;
13.01.2023 09:00;0,377;;
13.01.2023 09:15;0,394;;
13.01.2023 09:30;0,050;;
13.01.2023 09:45;0,031;;
13.01.2023 10:00;0,002;;
13.01.2023 10:15;0,008;;
13.01.2023 10:30;0,000;;
13.01.2023 10:45;0,000;;
13.01.2023 11:00;0,000;;
13.01.2023 11:15;0,000;;
13.01.2023 11:30;0,245;;
13.01.2023 11:45;0,191;;
13.01.2023 12:00;0,752;;
13.01.2023 12:15;0,366;;
13.01.2023 12:30;0,102;;
13.01.2023 12:45;0,043;;
13.01.2023 13:00;0,040;;
13.01.2023 13:15;0,161;;
13.01.2023 13:30;0,233;;
13.01.2023 13:45;0,122;;
13.01.2023 14:00;0,036;;
13.01.2023 14:15;0,078;;
13.01.2023 14:30;0,062;;
13.01.2023 14:45;0,105;;
13.01.2023 15:00;0,349;;
13.01.2023 15:15;0,291;;
13.01.2023 15:30;0,271;;
13.01.2023 15:45;0,200;;
13.01.2023 16:00;0,144;;
13.01.2023 16:15;0,158;;
13.01.2023 16:30;0,179;;
13.01.2023 16:45;0,188;;
13.01.2023 17:00;0,128;;
13.01.2023 17:15;0,120;;
13.01.2023 17:30;0,120;;
13.01.2023 17:45;0,161;;
13.01.2023 18:00;0,214;;
13.01.2023 18:15;0,094;;
13.01.2023 18:30;0,322;;
13.01.2023 18:45;0,417;;
13.01.2023 19:00;0,171;;
13.01.2023 19:15;0,131;;
13.01.2023 19:30;0,233;;
13.01.2023 19:45;0,153;;
13.01.2023 20:00;0,152;;
13.01.2023 20:15;0,236;;
13.01.2023 20:30;0,232;;
13.01.2023 20:45;0,126;;
13.01.2023 21:00;0,105;;
13.01.2023 21:15;0,140;;
13.01.2023 21:30;0,153;;
13.01.2023 21:45;0,121;;
13.01.2023 22:00;0,086;;
13.01.2023 22:15;0,129;;
13.01.2023 22:30;0,119;;
13.01.2023 22:45;0,102;;
13.01.2023 23:00;0,112;;
13.01.2023 23:15;0,123;;
13.01.2023 23:30;0,123;;
13.01.2023 23:45;0,111;;
14.01.2023 00:00;0,100;;
14.01.2023 00:15;0,070;;
14.01.2023 00:30;0,078;;
14.01.2023 00:45;0,107;;
14.01.2023 01:00;0,116;;
14.01.2023 01:15;0,071;;
14.01.2023 01:30;0,107;;
14.01.2023 01:45;0,073;;
14.01.2023 02:00;0,086;;
14.01.2023 02:15;0,079;;
14.01.2023 02:30;0,085;;
14.01.2023 02:45;0,069;;
14.01.2023 03:00;0,350;;
14.01.2023 03:15;0,994;;
14.01.2023 03:30;0,864;;
14.01.2023 03:45;0,851;;
14.01.2023 04:00;0,854;;
14.01.2023 04:15;0,861;;
14.01.2023 04:30;0,848;;
14.01.2023 04:45;0,864;;
14.01.2023 05:00;1,213;;
14.01.2023 05:15;1,202;;
14.01.2023 05:30;0,892;;
14.01.2023 05:45;0,885;;
14.01.2023 06:00;0,838;;
14.01.2023 06:15;0,074;;
14.01.2023 06:30;0,077;;
14.01.2023 06:45;0,093;;
14.01.2023 07:00;0,092;;
14.01.2023 07:15;0,096;;
14.01.2023 07:30;0,124;;
14.01.2023 07:45;0,107;;
14.01.2023 08:00;0,192;;
14.01.2023 08:15;0,059;;
14.01.2023 08:30;0,450;;
14.01.2023 08:45;0,549;;
14.01.2023 09:00;0,469;;
14.01.2023 09:15;0,046;;
14.01.2023 09:30;0,444;;
14.01.2023 09:45;0,079;;
14.01.2023 10:00;0,000;;
14.01.2023 10:15;0,017;;
14.01.2023 10:30;0,015;;
14.01.2023 10:45;0,000;;
14.01.2023 11:00;0,002;;
14.01.2023 11:15;0,177;;
14.01.2023 11:30;0,000;;
14.01.2023 11:45;0,000;;
14.01.2023 12:00;0,000;;
14.01.2023 12:15;0,000;;
14.01.2023 12:30;0,080;;
14.01.2023 12:45;0,298;;
14.01.2023 13:00;0,172;;
14.01.2023 13:15;0,022;;
14.01.2023 13:30;0,000;;
14.01.2023 13:45;0,000;;
14.01.2023 14:00;0,000;;
14.01.2023 14:15;0,123;;
14.01.2023 14:30;0,004;;
14.01.2023 14:45;0,070;;
14.01.2023 15:00;0,141;;
14.01.2023 15:15;0,098;;
14.01.2023 15:30;0,134;;
14.01.2023 15:45;0,455;;
14.01.2023 16:00;0,079;;
14.01.2023 16:15;0,119;;
14.01.2023 16:30;0,130;;
14.01.2023 16:45;0,125;;
14.01.2023 17:00;0,143;;
14.01.2023 17:15;0,262;;
14.01.2023 17:30;0,335;;
14.01.2023 17:45;0,585;;
14.01.2023 18:00;0,685;;
14.01.2023 18:15;0,932;;
14.01.2023 18:30;0,621;;
14.01.2023 18:45;0,315;;
14.01.2023 19:00;0,218;;
14.01.2023 19:15;0,175;;
14.01.2023 19:30;0,293;;
14.01.2023 19:45;0,144;;
14.01.2023 20:00;0,129;;
14.01.2023 20:15;0,120;;
14.01.2023 20:30;0,154;;
14.01.2023 20:45;0,126;;
14.01.2023 21:00;0,115;;
14.01.2023 21:15;0,973;;
14.01.2023 21:30;1,126;;
14.01.2023 21:45;1,024;;
14.01.2023 22:00;1,025;;
14.01.2023 22:15;0,154;;
14.01.2023 22:30;0,147;;
14.01.2023 22:45;0,180;;
14.01.2023 23:00;0,193;;
14.01.2023 23:15;1,002;;
14.01.2023 23:30;0,985;;
14.01.2023 23:45;1,036;;
15.01.2023 00:00;1,002;;
15.01.2023 00:15;0,988;;
15.01.2023 00:30;1,012;;
15.01.2023 00:45;0,988;;
15.01.2023 01:00;0,993;;
15.01.2023 01:15;1,010;;
15.01.2023 01:30;0,988;;
15.01.2023 01:45;0,963;;
15.01.2023 02:00;0,993;;
15.01.2023 02:15;0,988;;
15.01.2023 02:30;1,000;;
15.01.2023 02:45;0,993;;
15.01.2023 03:00;1,481;;
15.01.2023 03:15;1,504;;
15.01.2023 03:30;1,714;;
15.01.2023 03:45;1,181;;
15.01.2023 04:00;1,121;;
15.01.2023 04:15;1,138;;
15.01.2023 04:30;1,163;;
15.01.2023 04:45;1,175;;
15.01.2023 05:00;1,157;;
15.01.2023 05:15;1,221;;
15.01.2023 05:30;1,642;;
15.01.2023 05:45;1,213;;
15.01.2023 06:00;1,119;;
15.01.2023 06:15;1,021;;
15.01.2023 06:30;0,987;;
15.01.2023 06:45;1,035;;
15.01.2023 07:00;1,062;;
15.01.2023 07:15;1,094;;
15.01.2023 07:30;1,789;;
15.01.2023 07:45;1,691;;
15.01.2023 08:00;1,165;;
15.01.2023 08:15;0,409;;
15.01.2023 08:30;0,409;;
15.01.2023 08:45;0,149;;
15.01.2023 09:00;0,106;;
15.01.2023 09:15;0,075;;
15.01.2023 09:30;0,154;;
15.01.2023 09:45;0,056;;
15.01.2023 10:00;0,159;;
15.01.2023 10:15;0,553;;
15.01.2023 10:30;0,497;;
15.01.2023 10:45;0,661;;
15.01.2023 11:00;0,870;;
15.01.2023 11:15;0,505;;
15.01.2023 11:30;0,420;;
15.01.2023 11:45;0,578;;
15.01.2023 12:00;0,328;;
15.01.2023 12:15;0,095;;
15.01.2023 12:30;0,418;;
15.01.2023 12:45;0,299;;
15.01.2023 13:00;0,046;;
15.01.2023 13:15;0,032;;
15.01.2023 13:30;0,118;;
15.01.2023 13:45;0,136;;
15.01.2023 14:00;0,060;;
15.01.2023 14:15;0,034;;
15.01.2023 14:30;0,028;;
15.01.2023 14:45;0,044;;
15.01.2023 15:00;0,102;;
15.01.2023 15:15;0,103;;
15.01.2023 15:30;0,676;;
15.01.2023 15:45;0,721;;
15.01.2023 16:00;0,300;;
15.01.2023 16:15;0,247;;
15.01.2023 16:30;0,295;;
15.01.2023 16:45;0,352;;
15.01.2023 17:00;0,202;;
15.01.2023 17:15;0,233;;
15.01.2023 17:30;0,269;;
15.01.2023 17:45;0,147;;
15.01.2023 18:00;0,465;;
15.01.2023 18:15;0,268;;
15.01.2023 18:30;0,511;;
15.01.2023 18:45;0,424;;
15.01.2023 19:00;0,567;;
15.01.2023 19:15;0,228;;
15.01.2023 19:30;0,142;;
15.01.2023 19:45;0,148;;
15.01.2023 20:00;0,186;;
15.01.2023 20:15;0,212;;
15.01.2023 20:30;0,265;;
15.01.2023 20:45;0,222;;
15.01.2023 21:00;0,119;;
15.01.2023 21:15;0,099;;
15.01.2023 21:30;0,115;;
15.01.2023 21:45;0,088;;
15.01.2023 22:00;0,105;;
15.01.2023 22:15;0,123;;
15.01.2023 22:30;0,158;;
15.01.2023 22:45;0,150;;
15.01.2023 23:00;0,079;;
15.01.2023 23:15;0,946;;
15.01.2023 23:30;0,988;;
15.01.2023 23:45;0,983;;
16.01.2023 00:00;0,998;;
16.01.2023 00:15;0,980;;
16.01.2023 00:30;1,086;;
16.01.2023 00:45;1,145;;
16.01.2023 01:00;1,141;;
16.01.2023 01:15;1,113;;
16.01.2023 01:30;1,149;;
16.01.2023 01:45;1,423;;
16.01.2023 02:00;1,671;;
16.01.2023 02:15;1,358;;
16.01.2023 02:30;1,170;;
16.01.2023 02:45;1,147;;
16.01.2023 03:00;1,019;;
16.01.2023 03:15;1,027;;
16.01.2023 03:30;1,004;;
16.01.2023 03:45;1,003;;
16.01.2023 04:00;0,988;;
16.01.2023 04:15;0,986;;
16.01.2023 04:30;0,963;;
16.01.2023 04:45;0,979;;
16.01.2023 05:00;0,988;;
16.01.2023 05:15;0,953;;
16.01.2023 05:30;0,966;;
16.01.2023 05:45;0,992;;
16.01.2023 06:00;0,976;;
16.01.2023 06:15;0,121;;
16.01.2023 06:30;0,138;;
16.01.2023 06:45;0,088;;
16.01.2023 07:00;0,073;;
16.01.2023 07:15;0,101;;
16.01.2023 07:30;0,103;;
16.01.2023 07:45;0,128;;
16.01.2023 08:00;0,146;;
16.01.2023 08:15;0,137;;
16.01.2023 08:30;0,154;;
16.01.2023 08:45;0,043;;
16.01.2023 09:00;0,003;;
16.01.2023 09:15;0,098;;
16.01.2023 09:30;0,043;;
16.01.2023 09:45;0,021;;
16.01.2023 10:00;0,033;;
16.01.2023 10:15;0,029;;
16.01.2023 10:30;0,034;;
16.01.2023 10:45;0,042;;
16.01.2023 11:00;0,217;;
16.01.2023 11:15;0,155;;
16.01.2023 11:30;0,104;;
16.01.2023 11:45;0,139;;
16.01.2023 12:00;0,363;;
16.01.2023 12:15;0,126;;
16.01.2023 12:30;0,029;;
16.01.2023 12:45;0,027;;
16.01.2023 13:00;0,070;;
16.01.2023 13:15;0,201;;
16.01.2023 13:30;0,386;;
16.01.2023 13:45;0,524;;
16.01.2023 14:00;0,209;;
16.01.2023 14:15;0,232;;
16.01.2023 14:30;0,292;;
16.01.2023 14:45;0,336;;
16.01.2023 15:00;0,389;;
16.01.2023 15:15;0,410;;
16.01.2023 15:30;0,503;;
16.01.2023 15:45;0,561;;
16.01.2023 16:00;0,652;;
16.01.2023 16:15;0,707;;
16.01.2023 16:30;0,678;;
16.01.2023 16:45;0,673;;
16.01.2023 17:00;0,688;;
16.01.2023 17:15;0,686;;
16.01.2023 17:30;0,678;;
16.01.2023 17:45;0,704;;
16.01.2023 18:00;0,840;;
16.01.2023 18:15;0,896;;
16.01.2023 18:30;0,490;;
16.01.2023 18:45;0,323;;
16.01.2023 19:00;0,098;;
16.01.2023 19:15;0,223;;
16.01.2023 19:30;0,152;;
16.01.2023 19:45;0,117;;
16.01.2023 20:00;0,236;;
16.01.2023 20:15;0,258;;
16.01.2023 20:30;0,099;;
16.01.2023 20:45;0,110;;
16.01.2023 21:00;0,129;;
16.01.2023 21:15;0,152;;
16.01.2023 21:30;0,180;;
16.01.2023 21:45;0,234;;
16.01.2023 22:00;0,133;;
16.01.2023 22:15;0,115;;
16.01.2023 22:30;0,117;;
16.01.2023 22:45;0,137;;
16.01.2023 23:00;0,095;;
16.01.2023 23:15;0,068;;
16.01.2023 23:30;0,110;;
16.01.2023 23:45;0,097;;
17.01.2023 00:00;0,107;;
17.01.2023 00:15;0,106;;
17.01.2023 00:30;0,081;;
17.01.2023 00:45;0,070;;
17.01.2023 01:00;0,081;;
17.01.2023 01:15;0,105;;
17.01.2023 01:30;0,084;;
17.01.2023 01:45;0,419;;
17.01.2023 02:00;0,094;;
17.01.2023 02:15;0,098;;
17.01.2023 02:30;0,350;;
17.01.2023 02:45;0,223;;
17.01.2023 03:00;0,515;;
17.01.2023 03:15;0,225;;
17.01.2023 03:30;0,526;;
17.01.2023 03:45;0,598;;
17.01.2023 04:00;0,308;;
17.01.2023 04:15;0,263;;
17.01.2023 04:30;0,282;;
17.01.2023 04:45;0,245;;
17.01.2023 05:00;0,244;;
17.01.2023 05:15;0,258;;
17.01.2023 05:30;0,105;;
17.01.2023 05:45;0,085;;
17.01.2023 06:00;0,102;;
17.01.2023 06:15;0,108;;
17.01.2023 06:30;0,081;;
17.01.2023 06:45;0,123;;
17.01.2023 07:00;0,114;;
17.01.2023 07:15;0,087;;
17.01.2023 07:30;0,125;;
17.01.2023 07:45;0,322;;
17.01.2023 08:00;0,272;;
17.01.2023 08:15;0,086;;
17.01.2023 08:30;0,299;;
17.01.2023 08:45;0,034;;
17.01.2023 09:00;0,008;;
17.01.2023 09:15;0,000;;
17.01.2023 09:30;0,000;;
17.01.2023 09:45;0,000;;
17.01.2023 10:00;0,000;;
17.01.2023 10:15;0,000;;
17.01.2023 10:30;0,000;;
17.01.2023 10:45;0,003;;
17.01.2023 11:00;0,000;;
17.01.2023 11:15;0,000;;
17.01.2023 11:30;0,000;;
17.01.2023 11:45;0,123;;
17.01.2023 12:00;0,000;;
17.01.2023 12:15;0,105;;
17.01.2023 12:30;0,141;;
17.01.2023 12:45;0,757;;
17.01.2023 13:00;0,339;;
17.01.2023 13:15;0,000;;
17.01.2023 13:30;0,000;;
17.01.2023 13:45;0,007;;
17.01.2023 14:00;0,002;;
17.01.2023 14:15;0,012;;
17.01.2023 14:30;0,022;;
17.01.2023 14:45;0,025;;
17.01.2023 15:00;0,141;;
17.01.2023 15:15;0,097;;
17.01.2023 15:30;0,074;;
17.01.2023 15:45;0,097;;
17.01.2023 16:00;0,144;;
17.01.2023 16:15;0,136;;
17.01.2023 16:30;0,137;;
17.01.2023 16:45;0,342;;
17.01.2023 17:00;0,305;;
17.01.2023 17:15;0,164;;
17.01.2023 17:30;0,145;;
17.01.2023 17:45;0,157;;
17.01.2023 18:00;0,144;;
17.01.2023 18:15;0,255;;
17.01.2023 18:30;0,296;;
17.01.2023 18:45;0,095;;
17.01.2023 19:00;0,083;;
17.01.2023 19:15;0,184;;
17.01.2023 19:30;0,136;;
17.01.2023 19:45;0,127;;
17.01.2023 20:00;0,118;;
17.01.2023 20:15;0,105;;
17.01.2023 20:30;0,097;;
17.01.2023 20:45;0,094;;
17.01.2023 21:00;0,118;;
17.01.2023 21:15;0,109;;
17.01.2023 21:30;0,100;;
17.01.2023 21:45;0,173;;
17.01.2023 22:00;0,123;;
17.01.2023 22:15;0,106;;
17.01.2023 22:30;0,197;;
17.01.2023 22:45;0,232;;
17.01.2023 23:00;0,152;;
17.01.2023 23:15;0,110;;
17.01.2023 23:30;0,118;;
17.01.2023 23:45;0,090;;
18.01.2023 00:00;0,076;;
18.01.2023 00:15;0,095;;
18.01.2023 00:30;0,065;;
18.01.2023 00:45;0,400;;
18.01.2023 01:00;0,122;;
